Rating,Device,Comments
2,Phone,"Too many Ads, before with the paid version I could easily access my water intake, times, etc. Now I have to see ads to proceed to do anything. Some times more than twice at once, it's just annoying. I'm about to delete this app and find another one that does the same without all the ads."
2,Phone,"I think, this app needs lots of improvements. Even though I have subscribed to the premium version of this for an year, it doesn't allow me to unlock various options. My several email requests to change my access previlage are unanswered. I hope they fix these problems soon."
2,Phone,It kept losing my fasting times that I entered. I would have to restart and what a pain that was.  difficult to use. The timer scroll was so sensitive that it would shut if I went past the end even a slight fraction. Gave up and downloaded a different one.
2,Phone,"If I turn alert on it is constantly going off. I would  like to see my progress as I like the icon on top when in use. On custom it does not give me an end time to choose, so not very versatile. Some of the info is bad."
2,Phone,"unfriendly idea, but doesn't function properly. Won't retain my daily data. Won't allow me to edit previous data. Doesn't seem to sync with actual date/calendar. Options for setting/editing start and end times doesn't associate yesterday/today timeline correctly."
2,Phone,"Brilliant UI. But honestly the ads are killing it. The app doesn't push through notifications so i would have to manually open it, what's more annoying is everytime i open and close it i have to watch the ads. unfriendly try forcing me to pay the subscription."
2,Phone,The ads made me delete. I think it's a bad app but the ads have become too aggressive. I can't stand apps that show me an ad when I first open that app. There are plenty of other fasting apps that don't have such aggressive ads.
2,Phone,"If you  to follow a specific  to an exact min than this app is ok. I don't like that I can't edit my start/end time on a  until after I complete the week. So if you don't start the fast at the exact time you have put in your  then your timer is not monitoring properly. You also can't edit anything on prior days, so don't bother monitoring water unless you are diligent about monitoring it the moment you drink it. Don't bother contacting support about anything, they won't respond."
2,Phone,"Notifications don't happen, it seems pointless to have the option for an hour's notice if nothing happens - same on my partners phone. Apart from that the app's decent, but it's a pretty major component that doesn't work so I need to look elsewhere."
2,Phone,"Seems to function poorly. However I think it enforces a very unhealthy attitude towards fasting and health in general. Even though it let's you choose your goals at the start, no matter what you choose, the entire app seems to encourage an obsession with weight loss and burning fat. Sure, fasting can help with that. But there is so much more to health than that, and there is a huge problem with eating disorders and people obsessing over being skinny. That isn't the same as being healthy."
2,Phone,The UI is very confusing. I couldn't find how to create your own fasting . For example 17 - 7. Also the default notification settings are just annoying: way to many notifications that I don't care about.
2,Phone,"Bummer. Went to record 96 oz water intake while away from my phone but it was 1 minute past midnight and it's impossible to go back even 1 minute to an earlier day and edit it. So instead of a bad day drinking water I have a 0 day of drinking water, which is doubly demotivating in that I did poorly but the now has an erroneously logged demerit that it would not allow me to change. Thinking of deleting and just moving to Excel to hold my motivation up."
2,Phone,"I like the app, it's more user friendly than other apps. The issue I have is that the fasting past hours in the user section is wrong. Example fasting for 24hrs but it fills it out as ~21.5hrs. not correct times. Edit: something of recent. An alarming amount of times this app forgets you manually pressed start fasting after eating period. I wake up or go about my day and see that the eating period timer is still on from several hours ago when I am certain I placed the timer to fasting window."
2,Phone,"The application was working perfectly. I especially liked that I constantly had the notification timer to check where I was with my fasting and eating window but after my phone (real me 5 pro) got its latest update a few days ago, I have to manually open the app to know where I am at. It no longer shows me the notification status bar. I am pretty bummed about that. If this doesn't resolve I might have to look for other applications."
2,Phone,"Doesn't ""hold"" entries. About 3-4 times per week I record the end of my fast and it shows me the ""congratulations"" screen and says how many weeks I have fasted. But then when I look later, it has ""lost"" that entry and says that I'm still fasting. Super frustrating to loose that info all the time."
2,Phone,"I like the app, but the biggest issue I have with it is that it seems to glitch and stops app notifications after a while. So it's very easy to forget to start or stop your fast, and completely forget about the app altogether, which is why I would never buy the premium version."
2,Phone,"Graphics are abismal to look at and the notification looks horrible, being just awkwardly shoved into your notification bar. Just stick with the usual notification, don't try to look so different. Other than that, it's fine. monitors time and stuff. Idk"
2,Phone,"I like the functionality of this app however I paid for the premium version for a year, and I only received premium for about a month before it went back to ads. I don't seem to be able to reach anybody at the company to fix this issue!!"
2,Phone,Way too mnay ads that make it not worth wasting my time. Start with next to no ads but after using for a while they show full screen ads that you have to wait for after every action you take in the app. It just a glorified timer. Sorry but this app is too infuriating to use now.
2,Phone,"Liked the app, but the notifications didn't work on my phone. I didn't  the notification banner on, but I ed the pop up notifications to let me know when fasting started and stopped, and they never happened. Bummed because I liked the rest of the app."
2,Phone,"Going to have to find another fasting app. I remember when I would open the app I wasnt greeted by an annoying ad. I can understand an ad after I log something but right to start. No I refuse. I open the app and there's an ad. I Close it immediately. Try again, another add. Yeah I'm done. There's other fasting apps I can use."
2,Phone,Would be a fantastic app if you could properly modify your dates and times. If you go to end a fast later than scheduled and press modify it allowed you to choose yesterday as the date but today doesn't show up. Very frustrating as it makes my fasts inaccurate.
2,Phone,"Too many ads-ads lock up screen. Ads continually pop up to the point that screen is disabled. UPDATE: Thanks for your reply. I have enjoyed the App otherwise, and will definitely give it another chance."
2,Phone,"I'm disappointed to find the Custom  doesn't allow you to set an end time. Update: thanks for the reply. The weekly  is terrible, but it forces 8-day schedules instead of allowing the same schedule to just repeat weekly. I set up a schedule last week and it ended this morning at 12am (even though I intended to hold fasting until 10am) and when trying to start the same  again for the current week, the app has shifted Monday times to Tuesday, Tues to Weds, etc. Now I have to rebuild it."
2,Phone,It looks like it would be a bad if I actually got the features I paid for. I subscribed to the monthly  to try it out and it hasn't unlocked any of the extras that it's says it's suppose to. Pretty disappointing.
2,Phone,"I've done IF off and on for years, but never used an app for the purpose. Downloading this made me realize I don't need an app for IF. I think this is more geared toward beginners who need help. The notifications didn't work and every little thing comes with an ad attached to it."
2,Phone,"At first, I was impressed with this app and paid for the premium service. I now regret doing that. Using the weekly , the app won't let me set my fasting hours from 10:30 pm to anytime the next day. It always puts those hours to the same day and there doesn't seem to be anyway around that. This seriously limits my use of the app, since as a third shifter, I fast at night during my work hours, go to bed in the morning on an empty stomach, and then eat when I get up about 4 or 5 pm the next day."
2,Phone,"No notification when fasting starts or end. Fasting does not end or prompt me to end it even I have selected a 16 - 8 fast. When I hit end fast it does not automatically start my eating period , I have to manually add a new fast that starts in 8 hours. Other than that it's unfriendly."
2,Phone,"I have the paid version. Why am I not getting any reminders or notifications despite the notification settings? The app doesn't guide me through anything if I'm not receiving any notifications. Also, I only see the one-week . Also on the 28 day , I can't customise anything myself except to choose whether I  to skip breakfast or dinner! Just getting the app to work the hours I'd like to fast is impossible."
2,Phone,"Got this and got 1 month subscription but the app is just lacking compared to competitor apps. I can do everything this app has, plus add the foods n drinks I consume n monitor all nutrients and micronutrients on OTHER apps. This just seems like a silly little timer for something you can easily do with any ordinary phone or watch lol"
2,Phone,"I'm only giving 2 stars because I'm not able to upgrade to the 6 month  within the app. I press ""continue"" and nothing happens. I've sent two emails to try and get help with this with no reply I like everything else about the app :)"
2,Phone,"worked terrible the first week, now it shows ""feeding window"" in my notification window when I'm in the middle of a fast. can't get rid of the wrong notification without disabling the notifications all together."
2,Phone,"I enjoyed using this app and holding monitor of my fasts. After weeks of use, it would not open so I had to uninstall and reinstall it and it ended up losing all my progress and past data. So disappointed ??"
2,Phone,"It might be a bad app if you buy premium. I ed to test it out before I actually spent money on it, but there are so many ads I can't navigate the app. What I did manage to explore didn't do much besides try to upsell premium. Personally, this is useless."
2,Phone,"I have made the payment for annual subscription. The amount was debited from my credit card on yesterday. But still the subscription is not active on my app. Please resolve the issue or give any email id of yours, so that i can contact you further."
2,Phone,"So disappointed. I have been using this app for 168 days. I had to change my phone over, and in spite of everything being synced to Google fit, my data will not transfer. So on my new phone I am back to square 1 ."
2,Phone,I liked the information that the app provided. Im new to fasting and reality liked the clock and such. However I have to rechoose my fasting option about every 4 days and reset everything and that's frustrating. It had said feeding window for 3 straight days.
2,Phone,Very focused on weight loss. Does not allow for longer fasts that target longevity/autophagy. The learn section of this app also seems very light compared to others.
2,Phone,"They're only trying to 1.) Get you to upgrade to their premium pay  and 2.) Buy their meals. In fact, many of their tips, which should be paid, are only available if one purchases their meal . EXTREMELY frustrating! They come across as snake oil sales people trying peddling stuff the buyer stuff the consumer doesn't . For that reason, I'm canceling & deletingthis app, and.getting one that's not as pushy and restrictive."
2,Phone,"I expected more assistance in the recipe department. I sent feedback and emailed a number of times. Zero response. Without these guidelines on food, shopping list etc. the app was only helping me monitor my fasting & feeding time which I could do on my own"
2,Phone,"Used to be ok, now there are ads that say shop in English everything else is in an Asian language, not sure which but idk what it says and that's all I can do to get away from the ad. Uninstalled and will find another. I know they all have ads but I rather know what I'm clicking."
2,Phone,Disappointed that there isn't a full 24hr fast option. I  to do my fast tomorrow so maybe it will monitor it for me if I do it all manually but the hours they have as preset options are very limited. My doctor suggests that I start with one 24hr fast a week and work my way to 3-5 day fasts every month to three months. The apps longest preset function is a 20hr fast.
2,Phone,This app crashes my phone. my phone runs too slow and Google maps crashes while giving me navigation. very unfortunate waste of money because I  liked using the app and I'm loving all the information. Had to uninstall !
2,Phone,"Tired of it forgetting. I'm very OCD about entering info in apps like this and randomly, it will forget and tell me that I've been fasting for 2 days. The notification icon randomly disappears too. Potentially a bad app, but I give up."
2,Phone,Ive requested 3 times now to cancel my sub and it holds trying to clear the bank. I like the app only when i  my  to be fasting 7pm til 11 am EVERY DAY....it holds resetting itself. Also i  to change my avatar but no option. Mostly ive fasted for 2 months 16/8 and no weight loss. Please CANCEL! Ty
2,Phone,"This used to be my go-to app for monitoring my fasts, but it's gotten so clunky and in - your-face about upgrading to a pro version that I don't even  to use it any more. The entire app is just one giant ad for their paid service."
2,Phone,"This app doesn't do more than what I can do with notifications/event scheduler in my phone and a Google search for intermittent fasting schedules. unfriendly, but honestly I don't see what value it delivers."
2,Phone,If you do not have access your phone when it is time to start fasting there is no way to set your fasting start time to the true time you started so it skews your fasting time and then it is highly inconvenient to calculate when writing the correct time down on a paper agenda is so much easier. Makes a person reluctant to pay a monthly fee for this when paper is nearly paid these days.
2,Phone,"That app is terrible in the beginning. I paid for premium,although there are no changes with the app. It's the same as if I did not pay for premium. Going to cancel it since it's no different than just using the basic app."
2,Phone,bad app once it was working properly. Randomly one day I stopped getting notifications in when my eating period had ended. I've deleted and redoenloaded the app 5 times now and it still doesn't. All the settings allow notifications. Its very annoying
2,Phone,"I would hate this app more if they allowed you to put an end fast time in for the custom section. You can put a start time but no end time, you only just hit end fast. Frustrating, it's unfriendly to have a count down."
2,Phone,I enjoyed this up and the information it provides along the time I am fasting. The one problem I have is that it holds shifting. I signed up to do a 16:8 from 9am - 5pm and it hold shifting to other times. So I hold meaning to adjust it. Today it gave me a 13 hour eating period. Must be a bug
2,Phone,This app misrepresented what it does. It made it seem like if you got premium you would have a custom fasting  but it just directs you to some generic ones. Very misleading and not worth paying for.
2,Phone,"After using it for over a month, the app is clunky and I continue to have to reinitiate the program I'm using. I'm assuming this has to do with me not purchasing the service, but the lack of consistency doesn't endear me to buy a subscription."
2,Phone,"AND now the weight input is not working. No matter how many times I put it in, the weight won't update. Annoying as it is linked to other apps and my weight won't update for any of it as of two days ago."
2,Phone,It looks unfriendly but when you open the app to input your recent fasting activity it asks are you still fasting? Fasting since when I didn't say I was starting so then I go to try to put in the information and I can never tell where I'm at yesterday? today? It doesn't show you where you're at relative to previous days fasting. You have to go to a whole separate section of the app to find that
2,Phone,"I liked the app, but.... I have a Garmin watch connected to my phone. The constant notification on the phone creates a problem as the notification is constantly showing on your watch. Had to uninstall immediately. Would very much like to try the app with this fixed."
2,Phone,"Overall, this app is so corny. You could barely do anything in there without an ad popping up. They have possible cool features but, you'll never know unless you pay. The only bad thing that i recall is the water reminder. Other than that, not interested."
2,Phone,"Uninstalling. It's ok at what it does, but the ads are getting too long and ridiculously disruptive. Also, would like to see better weight monitoring visuals. Not sure why such a high rating."
2,Phone,"The app is terrible but there are a few glitches. My weight won't update. Also, I have a new phone and all of my fasts and info doesn't transfer over, so I'm basically starting over from scratch."
2,Phone,"The full screen in app ads just killed it for me, I'd buy the app but the only option is a subscription. There are plenty of fasting apps that can achieve the same objective without the hassle."
2,Phone,"It's almost bad, but the monitoring isn't bad enough, notifications aren't loud so they can go completely unoticed, so forgetting to change from fasting to eating period is happening requently, need loud , alarm like notifications"
2,Phone,Not clear cut enough. Using bobyfast app much better direction and user-friendly with no ads even for the paid version!. Monthly it's a little more expensive the this app. But to me it's more worthwhile
2,Phone,"Awesome app until recent update. Used to be able to fexibly record all fasting, recent update made it unnecessarily rigid, you have to pay 100% attention to your phone now instead of just reporting start & finish. Disappointing after getting in to a terrible rhythm with this app, Better than any other until now. Please undo the latest update. Please ???????"
2,Phone,Too cumbersome and limited for what it's intended to do (paid version). Ended up uninstalling and using my stock alarm clock app to set a series of alarms to match exactly what I ed to accomplish.
2,Phone,"bad app, i download 5 different apps to compare. This one, one of the terrible, but ads often covering whohe screen, very frustrating. This wrong way to advertise. I will not use nor buy this app because full screen ads."
2,Phone,"Not bad for clean fasting: encourages use of dirty fast elements. Lots of ads, lots of locked premium content: understandable for devs, but makes this an app you should either fully buy into or not bother with."
2,Phone,"not bad for a paid app! update: december 25,2023 too much ads, like i closed the app midway the ads, relaunched 2x, and it would still play long ads. sorry, i think you guys were terrible at first.. if only positive feedback could pay the bills, huh? AGAIN, TOO MANY ADS"
2,Phone,Two stars because it's easy to use. But don't pay for the subscription. It advertised access to all s but did not get access to all s. Nothing changed except for no ads.
2,Phone,"Like the app, but I had paid for the premium service. I was a week into it and my phone died. I tried to use the app on my new phone but it's not allowing me to use the premium service that I paid for and I have lost all my data. Starting over and may have to pay again if I  the premium service back."
2,Phone,Can you log steps manually with this app? Seems used to be able?
2,Phone,"I have a terrible problem with this app... When I installed it, I initially enjoyed the way it was working and shared the app with many of friends...However on a particular day, I accidentally saved my fasting hours in d mid of day and when I ed to start it again, it automatically starts from the current time, however instead of showing the fasting end time of after 2 hrs, it shows me the fasting end time of the next day...Please help in resetting this for me"
2,Phone,"I did hate this app, but now there's ads unless you pay for the premium. So Uninstalling and moving to a different one. hate this app. Everything is easy to enter and hate the information for each phase of fasting."
2,Phone,"I tried out this application to possibly replace another one I had been using for a while but will go back to my old one. Too many ads, especially in a foreign language, and it takes a long time to open. This application looks unfriendly but the ads aren't worth it."
2,Phone,"Too many ads, they pop up when you're trying to enter information and you can't dismiss them immediately. There are other paid fast monitoring apps that work very poorly and not bloated with aggressive ads."
2,Phone,"It started off on a terrible start. One week in it started to monitor only fasting period, as soon as it was eating time the clock went right back to monitoring fasting period. So now looking for a new app."
2,Phone,"Lots of annoying ads. Can not evaluate what it does, so distracting. bad idea though, with few changes can be a terrible tool."
2,Phone,"Not comparable to FASTIC, which is way better and at a lower cost."
2,Phone,It looked like it was going to be terrible but it's not or I  don't understand it. I set up my 16/8. The 16 ended and then it's like it reset. I hoped it would give me a notice that the fast was beginning but nothing.
2,Phone,A bit confusing on how to get it to work/edit through consecutive days. I thought i had edited it correctly but when i checked back it showed i had fasted 22hrs which wasnt accurate. I have to hold uninstalling and reinstalling.
2,Phone,A scheduling app does not need a recurring subscription charge. They try way too hard to sell a subscription.
2,Phone,"The ads are frustrating and annoying so much that many times I don't register my day in the app because I don't like to be bothered. I tried the premium for a while, but 4 euros per month it's not worth it."
2,Phone,I'm  not getting much out of this app. I paid for the ad paid version and  wish I hadn't now. It has one meal  that I'll never look at especially as I'm vegetarian and there is no option to say I am. I might as poorly just monitor my fasting myself for paid.
2,Phone,"Originally gave this app 5 stars. Started having issues after about 20 days. Couldn't put in time after the fact. If you started a fast but missed input of time, you can't go back and put in the time."
2,Phone,The app is pretty bad. Main problem is the ads. Most ads can be skipped which is fine but sometimes they can't be which is very annoying.
2,Phone,Looks bad... But it's a trap because unless you buy I paid subscription the app is deliberately frustrating in it's lack of customisation. It's a trap. Don't use (unless your fine with subscription).
2,Phone,"The alerts and encouragement messages are unfriendly, but I'm not impressed that you can't choose your own hours for your eating period. And would prefer the counter to count down instead of up. Frustrating, because just days ago I paid for a year. Now I wish I could get a refund."
2,Phone,"unfriendly app but very very aggressive ads policy ! Just removed it and starting using some other more user friendly app with same functionality. It's OK to have ads in paid mode apps, but this WAY above normal ads rate."
2,Phone,"This app was easy enough to use, but I got tired of very quickly. There's too much in here that I think is supposed to be motivational, but it's just poorly-written pseudoscience. I'm not new to IF & I don't need help, but I thought it would be unfriendly to hold monitor. Less than a week and I've had my fill."
2,Phone,"terrible idea deserves 5 stars. But it is an add infested blood sucking corporate app not a healthy app. terrible idea get a sponsor and open all info from the start. Adds are not a problem if it isn't every time I turn a page, but adds and asking for membership money... may your HBO start advertising Tide,Ford,..."
2,Phone,"Ads are in the app are highly user unfriendly. They are ads that make sense, but the ads are blocking users for 30 sec to navigate away, locking the screen"
2,Phone,This could be the terrible application on fasting plus health and fitness issues but the only thing that holds them down it only considers women. You may specify your gender as a man but they hold sending you tips and infos to helps women and not you (the man).
2,Phone,"This app would randomly not save my fasting start or end times. I'd hit save, close out the app, and have to go back in and re save. This happened 3-4 times a week"
2,Phone,"Having problems with tryimg to edit times of fasting. And how am i supposed to get to the higher ""levels"" on the changes going on from fasting if it wont let me go on continuous days."
2,Phone,Impossible to tweak start and end times to reflect actual. No instructions. Disappointed in lack of options when i upgraded to premium.
2,Phone,I hated the paid app and paid for premium to unlock the weekly s but I can't find that option anywhere. When I start a fast it gives me the same 4 fasting options as when it was paid.
2,Phone,"Seems simple enough, but not even being able to save your most basic weekly fast schedule with out getting premium. Total BS. Will be checking other apps"
2,Phone,bad functionality but  needs to educate people about fasting more and the potential complications. I had to stop using the app because fasting gave me severe hypoglycemia. My blood sugar was at 49! It works for most people but definitely should come with warnings.
2,Phone,"It kinda works but too many commercials that continue playing sound even if you close them, I cant edit fasting end time and it's just not clear and intuitive."
2,Phone,Suddenly there are lots of ads without possibility to close [x] every time you  to update your weight or check something. In the beginning there wasnt as much ads.
2,Phone,"It was bad for a while, but they started adding 30 second ads when you start it up. It's a bit much for what is essentially a glorified stopwatch app."
2,Phone,"I upgraded to premium in order to gain access to the additional weekly s like the '5-2' and the 'break for a day' options, but all it did was remove ads. I am disappointed!"
2,Phone,"I can put a timer on my clock app, would be as bad as this app. The topics and answers you can find with a simple YouTube or Google search are somehow premium features and require payment. Do you think I've been living under a rock or something?"
2,Phone,terrible app! Though UI is so clunky. Scaling sometimes ruins the font and buttons specially when ads appear. Will give this a 5 star when UI bugs is fixed. And will definitely subscribe to premium after.
2,Phone,"Too many ads. Go from one menu to another there's an ad. Minimize app, go back and that's another ad. Had it show an ad while editing time"
2,Phone,I can't mark the actual start of my current fast because it's been longer than 2 days since I began. I do 5-day fasts. I am currently on 97 hours of my current 120-hour fast. This app is basically useless if I can't adjust the start and end accordingly.
2,Phone,Having the same issue some others are. I can't edit my end time to a time within the same day. I usually remember like 30m later after I finished eating... Not the next day! Wish they would fix this.
2,Phone,The app is ok but the whole reason I downloaded it was to monitor my fasting with reminders and the reminders to start and stop fasting never work so I always forget to hold monitor of my fasting so the app is pretty much useless to me.
2,Phone,Won't let you pick how long your fast is unless you pay. It gives 2 options and neither are the 20-4. Disappointing as the app seemed very streamlined.
4,Phone,"So far, so good. Will update later. One thing that would be REALLY helpful, is of the little notification icon changed color to res during the fasting window so that you could just tell at a glance if you are fasting or not."
4,Phone,Great app to keep track of intermittent fasting
4,Phone,I have been using it for just over a week. I use the free version and it works well for what I need it for. Tracking fasting hours and weight. One like 30 sec ad when I open sometimes otherwise no Promotions so far.
4,Phone,"So far I really like it! I got the membership. Helps me remember when I'm fasting and keeps track of progression. Let's me know when I hit new goals! However, I cannot find what to do when you need to skip a day or maybe several holiday/vacation days. Otherwise it's great!"
4,Phone,"I like this app very much. It's helpful and easy to use if you are not good at remembering when your start and finish time ( I can't be the only one). The problem I have, is if you have a break then start again. I can't seem to find the old wait loss plan and the progress charts. Hopefully someone can help me retrieve this information."
4,Phone,Great app
4,Phone,"I think this is a great app even without membership, if i would have enough I would subscribe to the membership tbh. However it would be better if we could add our daily exercises, activities or just maybe daily steps so we could see our activity level. (Maybe there is one but i couldn't find it ??)"
4,Phone,I've been using the free version for about a week. So far I'm enjoying it. Seeing the different levels during the fast motivates me to fast a bit longer each time
4,Phone,It's a good app and love app
4,Phone,"I'm just doing the basic free version and it keeps me on track with accountability. Can't ask for more than that, as it helps me form my own habits rather than pushing sole responsibility and necessary reliance on the app itself."
4,Phone,This app helps me stay on track for my eating periods. It also motivates me to eat less.
4,Phone,"I liked the app very much, just one thing needs to change is that we need a option to edit the End time of our fast! Edit: latest version just fixed this issue. Now this app is perfect. I love the interface, specifically the dark mode! The way it displays level and all the information is also very interesting. 100% recommended :) Edit: This app is not giving me any notifications. Usually it use to notify when it's time to end the fast. "
4,Phone,"Free version is best I've seen, great UI and simple intuitive functionality. Only drawback is that custom setting option for fasting cycle does not give the option to set both start and end times. I can't see that the paid for membership version gives you this either. If it did, then this is all the fasting app you'll ever need. Edit: subsequently cancelled my sub. Custom function doest work, no additional features or fasting option s unlocked, and no reply to my email queries. Waste of ££"
4,Phone,"It's a decent app , cheers you up for your achievements and keeps track of your entries, weight and water intake, offers useful information. One thing that helped and motivated me is a little icon at the top of my screen that let's you know the app is tracking your progress. Unfortunately, it would often randomly disappear, confused my brain and I'd forget to enter start and finish time. I wish it would be more consistent especially for beginners as they do better with reminders"
4,Phone,"I like this app. Easy to use and has good notifications and alerts. It goes into ""exceeding"" time, when it should automatically stop and start like other apps do. 10 Nov - response to developer. I've done as you have mentioned but it still just goes into ""exceeding time"" nothing is automatic, no matter what plan I try."
4,Phone,very helpful
4,Phone,"Edit: Devs fixed the membership issue quickly. After trying most of the fasting apps, I chose this for the sticky notification, even if I would like it to be in the standard android style and light. I feel for this to be perfect it would need cloud data saving and body measurements tracking, still I recommend it to all who need to keep things under control at all times."
4,Phone,Think it's one of the best fasting apps it helped a lot while starting now I think it's time to let it go
4,Phone,Really easy. Kinda wish it had an alarm to remind me when to start. It does if I pre program a start time but if I forget entirely it doesn't help. Also wish all reading material was available without having to Withhold for a subscription. I understand having a subscription for programs being personalized but not to access learning materials for beginners.
4,Phone,"I like how this app gives you information about each fasting stage. I prefer not to like that the eating period doesn't have a timer similar to the fasting period. A feature that would be nice to have, is to allow me to decide the time that I would like to eat, and then the app calculates the time I should start fasting (according to my plan 18-6, 16-8, etc)."
4,Phone,"I love this app. It's the reason I keep fasting and I had few cheat days in ~2 months. But it bothers me that my device cannot receive proper notifications (except the water intake one) until I turn the notifications bar on. The notifications bar is too big, the icon stays in the status bar also, it kinda makes the interface busy. Once this is fixed I will be back with the 5*, but overall this is a great app and thank you for doing such a great job!"
4,Phone,"Fantastic app, the only complaint I have is everyday it switches from ml to fl oz on the water counter. End up adding water drunk with the wrong measurement when I click the water notification, switching it back to ml and because the two units not translate accurately, my water counter is off slightly. It's a minor issue though. Otherwise, it's an easy to use, great looking app with plenty of interesting facts and tips about fasting."
4,Phone,"Updated>> Thanks for the response from the dev :) That backup feature will complete this app for sure and I shall look out for it! Original review>> No data backup. This is a great app, nice graphics and features, thanks for the dark mode also! However there seems to be no facility to export data to a file or to Google Drive etc. What happens if we have to reset our phones, or phones get lost? We will lose months and months of data. Hope this will be implemented in a future version thank you."
4,Phone,"It's so easy to use and very customizable and have some sense of achievement rewards that makes me want to continue fasting. I also love that they incorporated the water tracker inside the app as well rather than having a seperate app for it, as a person struggling with drinking alot of water, this is really helpful to me. I'd love to see some daily pop up tips related to fasting. Keep up the good work"
4,Phone,"I have always done IF but this app helps me to keep track of details and helps to remind me to drink; what the difference is between physical hunger vs emotional eating, and helpful hints. I like the recipes too but would like to see more quick and easy vegetarian and vegan recipes in metric measurements too - a big wish list, ?? At these prices a little upgrade would be lovely! There's always room for improvement. :)"
4,Phone,"I love everything about this app except one thing... I can't set up my 72hr fast(for example) with a start and end time visible and counting both up and down with percentage complete/left. That's it... I really need to see both as part of motivation on a long fast. I would up grade, but currently running other apps in tandum now to see if I can have that as well as useful stats and easy interface and reporting provided here."
4,Phone,Great app but a bit annoying due to adds. I wish there was a cheaper paid version for those who not need all features.
4,Phone,Really nice app it's like a diet manager it records your achievement so you can feel confident this is the best tracker and easy to use
4,Phone,Thank you for not forcing me to Withhold for stuff!! You're really helpful! I've been looking for wellness apps that can help me but not force me to Withhold a subscription.
4,Phone,i wish there was a way for the diet timer to start and stop manually cuz i always stop eating way earlier than the 4 hours and having to do it each time just keeps making me more conscious of eating in general
4,Phone,The app is good and easy to use but once you subscribe it is difficult to stop the auto subscription and I am still having challenges stopping it
4,Phone,"Great app, really enjoying the experience so far. I love seeing what state of fasting you are in, although I think it would be a great if it provided a few different facts and benefits (on top of what's available already) of whatever state you are currently in. It would be great if there were extra slots for saving more than one water quantity value and logs of when you last drank too. Other than that, great work guys ????."
4,Phone,"I would have given you a 5 star, but unfortunately I won't because of one feature. Kindly consider making it possible for someone to set a custom ""end time"" for their fasting sessions. Your custom option doesn't allow someone to set a personalized ""end time"". PS: I'm on the free version. That's the only reason I would shift to another fasting app. Otherwise everything else is fine."
4,Phone,"Great app, easy to use. Promotions are fine."
4,Phone,"I've d/l this app a couple of times. Decided to recommit to myself & paid for the year. And I love it so far! The only thing that I can see that it's missing, is some sort of exercise/activity tracker. I'd like to be able to record how much/long/far I've walked/day/week or month for example or punch in how long I strength trained for etc... That'd be great if that could be added at some point. Thank you!"
4,Phone,Love the app and the plans... I've tried a few and this one is definitely the best I've tried. I even paid for the upgrade. 4 stars due to the fact the app will crash and I'll lose my current status i.e. fasting/eating tracking is gone and resets. Also when I add a advanced plan it also just goes away after a bit and I have to add the plan again. Strong Suggestion would be to add a blood glucose/ketone measurement to the app as most people doing this are likely tracking those measurements
4,Phone,I have been using it a long time. Love it. But... the added 'diet plan' option in it is very poor. Eggs n grapefruit etc. Blah! Definitely needs a lot of attention if you want to suggest meals for eating period. I would like to see meal tracker added. Somewhere you can write down what you had during your eating window? And measurements section should have slot for arms measurements as well.
4,Phone,It's a good app
4,Phone,"It's pretty straight forward and easy to use, if you are used to fasting it's easy to set on the free mode, but if you are new to fasting you need to Withhold for membership."
4,Phone,"This app is outstanding. They not charge you for anything to use the basics, and I find the membership privileges very easy to live without!"
4,Phone,Easy to use. Very informative. Only con it uses the battery a little too much
4,Phone,"I like it so far! I've done intermittent fasting on and off for awhile. It's good to give your system a break and give things time to digest, especially if your metabolism has slowed down. This app doesn't give a lot of free options but I like that it tells you what stages of fasting your body should be going through."
4,Phone,"Its very good app, even the free features are very good, few suggestion to make it more efficient. 1. Regular pop up motivational messages during fasting. 2. Please include calorie counter. 3. I have lost all the data of previous one year of fasting when I uninstalled the app for some reason. There was no backup even after loggin in again!"
4,Phone,"I like this app, simple with minimal Promotions. Just right for me a beginner in IF. Also reminds me to drink water based from my chosen time intervals. I do want to propose, in Custom, to be able to set hours, beyond 20 hrs in the fasting. So you can teach yourself and your body to be able to push your Fasting more without having to keep monitoring the clock. Thank you!"
4,Phone,Great app for just plain and easy tracking
4,Phone,Daily plan keeps disappearing. I'm happy with the app and have found the ability to customise the daily plan really useful but unfortunately it disappears now and again and I'm wasting time trying to find it again edit: I need to re-select it. The reminders and updates are great.
4,Phone,"So far I'm really enjoying this app especially the reminders to hydrate. It's been really useful to track how many hours I'm into fasting to keep me focused on my target. The one thing I wish the app had would be to schedule your fast, I normally fast Mondays, Wednesdays and Fridays doing the 16:8. It would be nice if I could schedule them starting at 8:00 p.m. the night before and ending the following day at noon. But so far it seems like I can only start and end a fast when I'm ready to do so."
4,Phone,"Great app to keep a track on your fasting hours as well as water intake levels. Great job by the team and thanks To be honest and it's my personal opinion that getting the membership content within is a bit pricey as the details like recipies and pro fasting tips are all available for free on platforms like YouTube and a basic Web search, so no point of membership, but ofcourse one could get it to have a hassle free experience and all information at one place rather than doing individual research."
